Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
R420,10k,R_0402_1005Metric,196.85,-135.6106,-90,top
R421,10k,R_0402_1005Metric,198.1,-89.75,90,top
R422,10k,R_0402_1005Metric,199.65,-89.75,90,top
R423,10k,R_0402_1005Metric,201.175,-89.75,90,top
R424,10k,R_0402_1005Metric,198.35,-66.975,90,top
R425,10k,R_0402_1005Metric,199.675,-66.975,90,top
R426,10k,R_0402_1005Metric,200.975,-66.975,90,top
R427,10k,R_0402_1005Metric,221.025,-66.85,90,top
R428,10k,R_0402_1005Metric,222.5,-66.85,90,top
R429,10k,R_0402_1005Metric,224,-66.85,90,top
R430,10k,R_0402_1005Metric,198.3994,-135.6106,90,top
R431,10k,R_0402_1005Metric,199.9234,-135.6106,90,top
R432,10k,R_0402_1005Metric,201.4728,-135.6106,90,top
RN401,10k,R_Array_Convex_2x0402,194.5188,-112.4886,90,top
RN402,10k,R_Array_Convex_2x0402,217.925,-89.6,90,top
RN403,10k,R_Array_Convex_2x0402,217.8812,-135.4328,90,top
RN404,10k,R_Array_Convex_2x0402,217.932,-112.522,90,top
RN405,10k,R_Array_Convex_2x0402,194.65,-89.75,90,top
RN406,10k,R_Array_Convex_2x0402,195.275,-66.975,90,top
RN407,10k,R_Array_Convex_2x0402,217.625,-66.85,90,top
RN408,10k,R_Array_Convex_2x0402,194.8434,-135.6106,90,top
U201,AZ1117IH-3.3TRG1,SOT-223-3_TabPin2,125.6284,-123.571,-90,top
U301,FT232HQ-REEL,QFN-48-1EP_8x8mm_P0.5mm_EP6.2x6.2mm,140.5636,-121.0056,0,top
U401,MCP23017_SS,SSOP-28_5.3x10.2mm_P0.65mm,195.58,-119.38,90,top
U402,MCP23017_SS,SSOP-28_5.3x10.2mm_P0.65mm,218.44,-96.52,90,top
U403,MCP23017_SS,SSOP-28_5.3x10.2mm_P0.65mm,218.44,-142.24,90,top
U404,MCP23017_SS,SSOP-28_5.3x10.2mm_P0.65mm,218.44,-119.38,90,top
U405,MCP23017_SS,SSOP-28_5.3x10.2mm_P0.65mm,195.58,-96.52,90,top
U406,MCP23017_SS,SSOP-28_5.3x10.2mm_P0.65mm,195.58,-73.66,90,top
U407,MCP23017_SS,SSOP-28_5.3x10.2mm_P0.65mm,218.44,-73.66,90,top
U408,MCP23017_SS,SSOP-28_5.3x10.2mm_P0.65mm,195.58,-142.24,90,top
Y301,12MHz,Crystal_SMD_HC49-SD,139.2682,-110.8456,180,top
